UF,COD.UF,COD.MUNIC,NOMEDOMUNICÍPIO,POPULAÇÃO
SP,35.0,14106.0,Dois Córregos,24.17
SP,35.0,14205.0,Dolcinópolis,2.511
SP,35.0,14304.0,Dourado,8.233
SP,35.0,14403.0,Dracena,45.248
SP,35.0,14502.0,Duartina,12.329
SP,35.0,14601.0,Dumont,9.476
SP,35.0,14700.0,Echaporã,6.157
SP,35.0,14809.0,Eldorado,13.402
SP,35.0,14908.0,Elias Fausto,17.832
SP,35.0,14924.0,Elisiário,3.141
SP,35.0,14957.0,Embaúba,2.331
SP,35.0,15004.0,Embu das Artes,277.249
SP,35.0,15103.0,Embu-Guaçu,63.129
SP,35.0,15129.0,Emilianópolis,3.002
SP,35.0,15152.0,Engenheiro Coelho,20.119
SP,35.0,15186.0,Espírito Santo do Pinhal,39.7
SP,35.0,15194.0,Espírito Santo do Turvo,4.095
SP,35.0,15202.0,Estrela d'Oeste,9.405
SP,35.0,15301.0,Estrela do Norte,2.596
SP,35.0,15350.0,Euclides da Cunha Paulista,7.831
SP,35.0,15400.0,Fartura,16.782
SP,35.0,15509.0,Fernandópolis,71.826
SP,35.0,15608.0,Fernando Prestes,5.925
SP,35.0,15657.0,Fernão,1.66
SP,35.0,15707.0,Ferraz de Vasconcelos,187.253
SP,35.0,15806.0,Flora Rica,1.487
SP,35.0,15905.0,Floreal,2.735
SP,35.0,16002.0,Flórida Paulista,13.009
SP,35.0,16101.0,Florínea,3.86
SP,35.0,16200.0,Franca,370.378
SP,35.0,16309.0,Francisco Morato,182.265
SP,35.0,16408.0,Franco da Rocha,159.367
SP,35.0,16507.0,Gabriel Monteiro,2.76
SP,35.0,16606.0,Gália,6.054
SP,35.0,16705.0,Garça,41.395
SP,35.0,16804.0,Gastão Vidigal,3.234
SP,35.0,16853.0,Gavião Peixoto,4.688
SP,35.0,16903.0,General Salgado,10.301
SP,35.0,17000.0,Getulina,10.011
SP,35.0,17109.0,Glicério,4.132
SP,35.0,17208.0,Guaiçara,11.214
SP,35.0,17307.0,Guaimbê,5.439
SP,35.0,17406.0,Guaíra,39.351
SP,35.0,17505.0,Guapiaçu,21.664
SP,35.0,17604.0,Guapiara,16.579
SP,35.0,17703.0,Guará,18.607
SP,35.0,17802.0,Guaraçaí,7.344
SP,35.0,17901.0,Guaraci,10.347
SP,35.0,18008.0,Guarani d'Oeste,1.948
SP,35.0,18107.0,Guarantã,6.427
SP,35.0,18206.0,Guararapes,31.017
SP,35.0,18305.0,Guararema,32.579
SP,35.0,18404.0,Guaratinguetá,116.847
SP,35.0,18503.0,Guareí,15.027
SP,35.0,18602.0,Guariba,37.022
SP,35.0,18701.0,Guarujá,311.116
SP,35.0,18800.0,Guarulhos,"1,383,272"
SP,35.0,18859.0,Guatapará,7.435
SP,35.0,18909.0,Guzolândia,4.238
SP,35.0,19006.0,Herculândia,9.109
SP,35.0,19055.0,Holambra,16.194
SP,35.0,19071.0,Hortolândia,246.449
SP,35.0,19105.0,Iacanga,10.104
SP,35.0,19204.0,Iacri,6.144
SP,35.0,19253.0,Iaras,8.009
SP,35.0,19303.0,Ibaté,32.068
SP,35.0,19402.0,Ibirá,11.155
SP,35.0,19501.0,Ibirarema,6.321
SP,35.0,19600.0,Ibitinga,59.371
SP,35.0,19709.0,Ibiúna,84.82
SP,35.0,19808.0,Icém,7.7
SP,35.0,19907.0,Iepê,7.596
SP,35.0,20004.0,Igaraçu do Tietê,22.743
SP,35.0,20103.0,Igarapava,25.926
SP,35.0,20202.0,Igaratá,11.703
SP,35.0,20301.0,Iguape,30.054
SP,35.0,20400.0,Ilhabela,38.239
SP,35.0,20426.0,Ilha Comprida,13.447
SP,35.0,20442.0,Ilha Solteira,25.564
SP,35.0,20509.0,Indaiatuba,266.593
SP,35.0,20608.0,Indiana,5.094
SP,35.0,20707.0,Indiaporã,4.087
SP,35.0,20806.0,Inúbia Paulista,3.611
SP,35.0,20905.0,Ipaussu,14.464
SP,35.0,21002.0,Iperó,40.132
SP,35.0,21101.0,Ipeúna,7.538
SP,35.0,21150.0,Ipiguá,6.551
SP,35.0,21200.0,Iporanga,4.053
SP,35.0,21309.0,Ipuã,14.463
SP,35.0,21408.0,Iracemápolis,21.768
SP,35.0,21507.0,Irapuã,6.927
SP,35.0,21606.0,Irapuru,7.065
SP,35.0,21705.0,Itaberá,17.971
SP,35.0,21804.0,Itaí,24.856
SP,35.0,21903.0,Itajobi,16.824
SP,35.0,22000.0,Itaju,3.652
SP,35.0,22109.0,Itanhaém,107.927
SP,35.0,22158.0,Itaoca,3.407
SP,35.0,22208.0,Itapecerica da Serra,172.898
SP,35.0,22307.0,Itapetininga,166.959
SP,35.0,22406.0,Itapeva,95.528
SP,35.0,22505.0,Itapevi,239.084
SP,35.0,22604.0,Itapira,70.438
SP,35.0,22653.0,Itapirapuã Paulista,4.339
SP,35.0,22703.0,Itápolis,39.533
SP,35.0,22802.0,Itaporanga,14.058
SP,35.0,22901.0,Itapuí,13.655
SP,35.0,23008.0,Itapura,3.945
SP,35.0,23107.0,Itaquaquecetuba,392.218
SP,35.0,23206.0,Itararé,44.49
SP,35.0,23305.0,Itariri,15.225
SP,35.0,23404.0,Itatiba,116.275
SP,35.0,23503.0,Itatinga,19.219
SP,35.0,23602.0,Itirapina,16.157
SP,35.0,23701.0,Itirapuã,5.793
SP,35.0,23800.0,Itobi,8.044
SP,35.0,23909.0,Itu,176.548
SP,35.0,24006.0,Itupeva,72.711
SP,35.0,24105.0,Ituverava,37.375
SP,35.0,24204.0,Jaborandi,6.223
SP,35.0,24303.0,Jaboticabal,72.001
SP,35.0,24402.0,Jacareí,251.591
SP,35.0,24501.0,Jaci,7.618
SP,35.0,24600.0,Jacupiranga,16.85
SP,35.0,24709.0,Jaguariúna,60.816
SP,35.0,24808.0,Jales,48.766
SP,35.0,24907.0,Jambeiro,6.421
SP,35.0,25003.0,Jandira,127.476
SP,35.0,25102.0,Jardinópolis,45.328
SP,35.0,25201.0,Jarinu,40.302
SP,35.0,25300.0,Jaú,132.351
SP,35.0,25409.0,Jeriquara,3.785
SP,35.0,25508.0,Joanópolis,12.82
SP,35.0,25607.0,João Ramalho,4.381
SP,35.0,25706.0,José Bonifácio,36.502
SP,35.0,25805.0,Júlio Mesquita,4.254
SP,35.0,25854.0,Jumirim,3.052
SP,35.0,25904.0,Jundiaí,459.789
SP,35.0,26001.0,Junqueirópolis,20.395
SP,35.0,26100.0,Juquiá,19.39
SP,35.0,26209.0,Juquitiba,26.372
SP,35.0,26308.0,Lagoinha,5.071
SP,35.0,26407.0,Laranjal Paulista,28.981
SP,35.0,26506.0,Lavínia,9.596
SP,35.0,26605.0,Lavrinhas,7.258
SP,35.0,26704.0,Leme,97.516
SP,35.0,26803.0,Lençóis Paulista,65.696
SP,35.0,26902.0,Limeira,305.169
SP,35.0,27009.0,Lindóia,6.994
SP,35.0,27108.0,Lins,74.068
SP,35.0,27207.0,Lorena,84.988
SP,35.0,27256.0,Lourdes,1.926
SP,35.0,27306.0,Louveira,53.526
SP,35.0,27405.0,Lucélia,20.046
SP,35.0,27504.0,Lucianópolis,2.361
SP,35.0,27603.0,Luís Antônio,13.68
SP,35.0,27702.0,Luiziânia,4.711
SP,35.0,27801.0,Lupércio,3.935
SP,35.0,27900.0,Lutécia,2.555
SP,35.0,28007.0,Macatuba,16.489
SP,35.0,28106.0,Macaubal,7.46
SP,35.0,28205.0,Macedônia,3.961
SP,35.0,28304.0,Magda,3.159
SP,35.0,28403.0,Mairinque,48.097
SP,35.0,28502.0,Mairiporã,113.573
SP,35.0,28601.0,Manduri,9.852
SP,35.0,28700.0,Marabá Paulista,4.531
SP,35.0,28809.0,Maracaí,12.7
SP,35.0,28858.0,Marapoama,3.295
SP,35.0,28908.0,Mariápolis,3.45
SP,35.0,29005.0,Marília,238.605
SP,35.0,29104.0,Marinópolis,1.889
SP,35.0,29203.0,Martinópolis,24.896
SP,35.0,29302.0,Matão,77.149
SP,35.0,29401.0,Mauá,383.28
SP,35.0,29500.0,Mendonça,6.17
SP,35.0,29609.0,Meridiano,4.545
SP,35.0,29658.0,Mesópolis,1.93
SP,35.0,29708.0,Miguelópolis,19.119
SP,35.0,29807.0,Mineiros do Tietê,11.233
SP,35.0,29906.0,Miracatu,20.234
SP,35.0,30003.0,Mira Estrela,3.075
SP,35.0,30102.0,Mirandópolis,27.936
SP,35.0,30201.0,Mirante do Paranapanema,15.482
SP,35.0,30300.0,Mirassol,63.555
SP,35.0,30409.0,Mirassolândia,4.605
SP,35.0,30508.0,Mococa,65.469
SP,35.0,30607.0,Mogi das Cruzes,471.602
SP,35.0,30706.0,Mogi Guaçu,154.487
SP,35.0,30805.0,Mogi Mirim,90.997
SP,35.0,30904.0,Mombuca,3.724
SP,35.0,31001.0,Monções,1.948
SP,35.0,31100.0,Mongaguá,61.062
SP,35.0,31209.0,Monte Alegre do Sul,8.057
SP,35.0,31308.0,Monte Alto,47.478
SP,35.0,31407.0,Monte Aprazível,21.47
SP,35.0,31506.0,Monte Azul Paulista,18.152
SP,35.0,31605.0,Monte Castelo,4.219
SP,35.0,31704.0,Monteiro Lobato,4.127
SP,35.0,31803.0,Monte Mor,68.781
SP,35.0,31902.0,Morro Agudo,26.806
SP,35.0,32009.0,Morungaba,14.59
SP,35.0,32058.0,Motuca,4.034
SP,35.0,32108.0,Murutinga do Sul,3.675
SP,35.0,32157.0,Nantes,2.627
SP,35.0,32207.0,Narandiba,5.703
SP,35.0,32306.0,Natividade da Serra,6.963
SP,35.0,32405.0,Nazaré Paulista,21.214
SP,35.0,32504.0,Neves Paulista,9.719
SP,35.0,32603.0,Nhandeara,9.67
SP,35.0,32702.0,Nipoã,4.756
SP,35.0,32801.0,Nova Aliança,6.712
SP,35.0,32827.0,Nova Campina,8.445
SP,35.0,32843.0,Nova Canaã Paulista,2.031
SP,35.0,32868.0,Nova Castilho,1.059
SP,35.0,32900.0,Nova Europa,9.638
SP,35.0,33007.0,Nova Granada,19.358
SP,35.0,33106.0,Nova Guataporanga,2.151
SP,35.0,33205.0,Nova Independência,4.619
SP,35.0,33254.0,Novais,4.41
SP,35.0,33304.0,Nova Luzitânia,2.837
SP,35.0,33403.0,Nova Odessa,61.935
SP,35.0,33502.0,Novo Horizonte,38.539
SP,35.0,33601.0,Nuporanga,7.37
SP,35.0,33700.0,Ocauçu,4.329
SP,35.0,33809.0,Óleo,2.508
SP,35.0,33908.0,Olímpia,56.037
SP,35.0,34005.0,Onda Verde,4.77
SP,35.0,34104.0,Oriente,6.073
SP,35.0,34203.0,Orindiúva,6.022
SP,35.0,34302.0,Orlândia,37.916
SP,35.0,34401.0,Osasco,777.048
SP,35.0,34500.0,Oscar Bressane,2.475
SP,35.0,34609.0,Osvaldo Cruz,31.222
SP,35.0,34708.0,Ourinhos,108.678
SP,35.0,34757.0,Ouroeste,10.288
SP,35.0,34807.0,Ouro Verde,7.766
SP,35.0,34906.0,Pacaembu,12.682
SP,35.0,35002.0,Palestina,11.259
SP,35.0,35101.0,Palmares Paulista,9.475
SP,35.0,35200.0,Palmeira d'Oeste,8.904
SP,35.0,35309.0,Palmital,19.559
SP,35.0,35408.0,Panorama,14.942
SP,35.0,35507.0,Paraguaçu Paulista,41.062
SP,35.0,35606.0,Paraibuna,18.107
SP,35.0,35705.0,Paraíso,6.099
SP,35.0,35804.0,Paranapanema,19.412
SP,35.0,35903.0,Paranapuã,4.044
SP,35.0,36000.0,Parapuã,10.577
SP,35.0,36109.0,Pardinho,7.107
SP,35.0,36208.0,Pariquera-Açu,19.26
SP,35.0,36257.0,Parisi,2.895
SP,35.0,36307.0,Patrocínio Paulista,14.527
SP,35.0,36406.0,Paulicéia,7.944
SP,35.0,36505.0,Paulínia,115.87
SP,35.0,36570.0,Paulistânia,2.098
SP,35.0,36604.0,Paulo de Faria,7.416
SP,35.0,36703.0,Pederneiras,43.897
SP,35.0,36802.0,Pedra Bela,6.558
SP,35.0,36901.0,Pedranópolis,2.774
SP,35.0,37008.0,Pedregulho,15.58
SP,35.0,37107.0,Pedreira,43.084
SP,35.0,37156.0,Pedrinhas Paulista,2.79
SP,35.0,37206.0,Pedro de Toledo,11.387
SP,35.0,37305.0,Penápolis,62.093
SP,35.0,37404.0,Pereira Barreto,23.871
SP,35.0,37503.0,Pereiras,9.52
SP,35.0,37602.0,Peruíbe,69.321
SP,35.0,37701.0,Piacatu,5.511
SP,35.0,37800.0,Piedade,51.542
SP,35.0,37909.0,Pilar do Sul,29.785
SP,35.0,38006.0,Pindamonhangaba,164.932
SP,35.0,38105.0,Pindorama,14.59
SP,35.0,38204.0,Pinhalzinho,14.971
SP,35.0,38303.0,Piquerobi,3.267
SP,35.0,38501.0,Piquete,12.597
SP,35.0,38600.0,Piracaia,29.876
SP,35.0,38709.0,Piracicaba,434.432
SP,35.0,38808.0,Piraju,29.027
SP,35.0,38907.0,Pirajuí,22.451
SP,35.0,39004.0,Pirangi,10.885
SP,35.0,39103.0,Pirapora do Bom Jesus,20.578
SP,35.0,39202.0,Pirapozinho,25.376
SP,35.0,39301.0,Pirassununga,73.436
SP,35.0,39400.0,Piratininga,15.12
SP,35.0,39509.0,Pitangueiras,33.731
SP,35.0,39608.0,Planalto,4.392
SP,35.0,39707.0,Platina,2.99
SP,35.0,39806.0,Poá,109.45
SP,35.0,39905.0,Poloni,5.592
SP,35.0,40002.0,Pompéia,20.171
SP,35.0,40101.0,Pongaí,3.395
SP,35.0,40200.0,Pontal,37.526
SP,35.0,40259.0,Pontalinda,4.129
SP,35.0,40309.0,Pontes Gestal,2.332
SP,35.0,40408.0,Populina,4.154
SP,35.0,40507.0,Porangaba,9.634
SP,35.0,40606.0,Porto Feliz,59.306
SP,35.0,40705.0,Porto Ferreira,52.551
SP,35.0,40754.0,Potim,20.342
SP,35.0,40804.0,Potirendaba,20.227
SP,35.0,40853.0,Pracinha,2.581
SP,35.0,40903.0,Pradópolis,17.035
SP,35.0,41000.0,Praia Grande,344.834
SP,35.0,41059.0,Pratânia,5.127
SP,35.0,41109.0,Presidente Alves,3.819
SP,35.0,41208.0,Presidente Bernardes,14.371
SP,35.0,41307.0,Presidente Epitácio,38.992
SP,35.0,41406.0,Presidente Prudente,226.692
SP,35.0,41505.0,Presidente Venceslau,35.039
SP,35.0,41604.0,Promissão,35.142
SP,35.0,41653.0,Quadra,3.341
SP,35.0,41703.0,Quatá,12.849
SP,35.0,41802.0,Queiroz,3.274
SP,35.0,41901.0,Queluz,9.387
SP,35.0,42008.0,Quintana,7.043
SP,35.0,42107.0,Rafard,9.333
SP,35.0,42206.0,Rancharia,28.569
SP,35.0,42305.0,Redenção da Serra,3.726
SP,35.0,42404.0,Regente Feijó,20.151
SP,35.0,42503.0,Reginópolis,7.632
SP,35.0,42602.0,Registro,63.034
SP,35.0,42701.0,Restinga,6.44
SP,35.0,42800.0,Ribeira,3.085
SP,35.0,42909.0,Ribeirão Bonito,11.004
SP,35.0,43006.0,Ribeirão Branco,18.494
SP,35.0,43105.0,Ribeirão Corrente,4.638
SP,35.0,43204.0,Ribeirão do Sul,4.667
SP,35.0,43238.0,Ribeirão dos Índios,1.999
SP,35.0,43253.0,Ribeirão Grande,7.348
SP,35.0,43303.0,Ribeirão Pires,116.174
SP,35.0,43402.0,Ribeirão Preto,702.739
SP,35.0,43501.0,Riversul,5.604
SP,35.0,43600.0,Rifaina,3.958
SP,35.0,43709.0,Rincão,8.731
SP,35.0,43808.0,Rinópolis,9.251
SP,35.0,43907.0,Rio Claro,206.95
SP,35.0,44004.0,Rio das Pedras,31.503
SP,35.0,44103.0,Rio Grande da Serra,45.183
SP,35.0,44202.0,Riolândia,10.358
SP,35.0,44251.0,Rosana,17.237
SP,35.0,44301.0,Roseira,10.787
SP,35.0,44400.0,Rubiácea,2.68
SP,35.0,44509.0,Rubinéia,3.837
SP,35.0,44608.0,Sabino,5.112
SP,35.0,44707.0,Sagres,2.467
SP,35.0,44806.0,Sales,6.468
SP,35.0,44905.0,Sales Oliveira,11.42
SP,35.0,45001.0,Salesópolis,15.289
SP,35.0,45100.0,Salmourão,4.758
SP,35.0,45159.0,Saltinho,8.353
SP,35.0,45209.0,Salto,141.988
SP,35.0,45308.0,Salto de Pirapora,44.921
SP,35.0,45407.0,Salto Grande,9.051
SP,35.0,45506.0,Sandovalina,3.657
SP,35.0,45605.0,Santa Adélia,14.018
SP,35.0,45704.0,Santa Albertina,6.388
SP,35.0,45803.0,Santa Bárbara d'Oeste,183.447
SP,35.0,46009.0,Santa Branca,13.441
SP,35.0,46108.0,Santa Clara d'Oeste,2.596
SP,35.0,46207.0,Santa Cruz da Conceição,4.179
SP,35.0,46256.0,Santa Cruz da Esperança,2.129
SP,35.0,46306.0,Santa Cruz das Palmeiras,28.861
SP,35.0,46405.0,Santa Cruz do Rio Pardo,46.105
SP,35.0,46504.0,Santa Ernestina,6.123
SP,35.0,46603.0,Santa Fé do Sul,34.762
SP,35.0,46702.0,Santa Gertrudes,23.721
SP,35.0,46801.0,Santa Isabel,56.635
SP,35.0,46900.0,Santa Lúcia,7.004
SP,35.0,47007.0,Santa Maria da Serra,5.753
SP,35.0,47106.0,Santa Mercedes,2.952
SP,35.0,47205.0,Santana da Ponte Pensa,1.669
SP,35.0,47304.0,Santana de Parnaíba,163.348
SP,35.0,47403.0,Santa Rita d'Oeste,2.736
SP,35.0,47502.0,Santa Rita do Passa Quatro,24.858
SP,35.0,47601.0,Santa Rosa de Viterbo,23.783
SP,35.0,47650.0,Santa Salete,1.644
SP,35.0,47700.0,Santo Anastácio,17.875
SP,35.0,47809.0,Santo André,776.64
SP,35.0,47908.0,Santo Antônio da Alegria,6.775
SP,35.0,48005.0,Santo Antônio de Posse,23.102
SP,35.0,48054.0,Santo Antônio do Aracanguá,8.322
SP,35.0,48104.0,Santo Antônio do Jardim,6.114
SP,35.0,48203.0,Santo Antônio do Pinhal,7.071
SP,35.0,48302.0,Santo Expedito,3.004
SP,35.0,48401.0,Santópolis do Aguapeí,3.899
SP,35.0,48500.0,Santos,414.029
SP,35.0,48609.0,São Bento do Sapucaí,11.427
SP,35.0,48708.0,São Bernardo do Campo,832.347
SP,35.0,48807.0,São Caetano do Sul,166.847
SP,35.0,48906.0,São Carlos,256.898
SP,35.0,49003.0,São Francisco,2.602
SP,35.0,49102.0,São João da Boa Vista,92.319
SP,35.0,49201.0,São João das Duas Pontes,2.569
SP,35.0,49250.0,São João de Iracema,1.843
SP,35.0,49300.0,São João do Pau d'Alho,2.226
SP,35.0,49409.0,São Joaquim da Barra,48.058
SP,35.0,49508.0,São José da Bela Vista,7.642
SP,35.0,49607.0,São José do Barreiro,4.313
SP,35.0,49706.0,São José do Rio Pardo,51.668
SP,35.0,49805.0,São José do Rio Preto,475.643
SP,35.0,49904.0,São José dos Campos,725.419
SP,35.0,49953.0,São Lourenço da Serra,15.992
SP,35.0,50001.0,São Luiz do Paraitinga,10.181
SP,35.0,50100.0,São Manuel,39.467
SP,35.0,50209.0,São Miguel Arcanjo,32.062
SP,35.0,50308.0,São Paulo,"12,200,180"
SP,35.0,50407.0,São Pedro,38.991
SP,35.0,50506.0,São Pedro do Turvo,7.155
SP,35.0,50605.0,São Roque,85.848
SP,35.0,50704.0,São Sebastião,87.939
SP,35.0,50803.0,São Sebastião da Grama,10.023
SP,35.0,50902.0,São Simão,13.374
SP,35.0,51009.0,São Vicente,334.632
SP,35.0,51108.0,Sarapuí,10.334
SP,35.0,51207.0,Sarutaiá,3.713
SP,35.0,51306.0,Sebastianópolis do Sul,3.184
SP,35.0,51405.0,Serra Azul,10.429
SP,35.0,51504.0,Serrana,44.495
SP,35.0,51603.0,Serra Negra,29.915
SP,35.0,51702.0,Sertãozinho,127.67
SP,35.0,51801.0,Sete Barras,13.694
SP,35.0,51900.0,Severínia,14.02
SP,35.0,52007.0,Silveiras,6.169
SP,35.0,52106.0,Socorro,40.323
SP,35.0,52205.0,Sorocaba,738.128
SP,35.0,52304.0,Sud Mennucci,6.997
SP,35.0,52403.0,Sumaré,294.128
SP,35.0,52502.0,Suzano,330.71
SP,35.0,52551.0,Suzanápolis,3.315
SP,35.0,52601.0,Tabapuã,11.323
SP,35.0,52700.0,Tabatinga,14.585
SP,35.0,52809.0,Taboão da Serra,283.419
SP,35.0,52908.0,Taciba,6.243
SP,35.0,53005.0,Taguaí,12.637
SP,35.0,53104.0,Taiaçu,5.677
SP,35.0,53203.0,Taiúva,6.549
SP,35.0,53302.0,Tambaú,21.475
SP,35.0,53401.0,Tanabi,25.37
SP,35.0,53500.0,Tapiraí,7.987
SP,35.0,53609.0,Tapiratiba,11.73
SP,35.0,53658.0,Taquaral,2.62
SP,35.0,53708.0,Taquaritinga,51.833
SP,35.0,53807.0,Taquarituba,24.366
SP,35.0,53856.0,Taquarivaí,7.057
SP,35.0,53906.0,Tarabai,6.535
SP,35.0,53955.0,Tarumã,14.899
SP,35.0,54003.0,Tatuí,122.991
SP,35.0,54102.0,Taubaté,311.912
SP,35.0,54201.0,Tejupá,4.139
SP,35.0,54300.0,Teodoro Sampaio,22.217
SP,35.0,54409.0,Terra Roxa,7.903
SP,35.0,54508.0,Tietê,38.336
SP,35.0,54607.0,Timburi,2.434
SP,35.0,54656.0,Torre de Pedra,2.044
SP,35.0,54706.0,Torrinha,9.303
SP,35.0,54755.0,Trabiju,1.729
SP,35.0,54805.0,Tremembé,51.489
SP,35.0,54904.0,Três Fronteiras,6.802
SP,35.0,54953.0,Tuiuti,6.831
SP,35.0,55000.0,Tupã,63.551
SP,35.0,55109.0,Tupi Paulista,15.839
SP,35.0,55208.0,Turiúba,1.798
SP,35.0,55307.0,Turmalina,1.689
SP,35.0,55356.0,Ubarana,5.365
SP,35.0,55406.0,Ubatuba,97.382
SP,35.0,55505.0,Ubirajara,5.124
SP,35.0,55604.0,Uchoa,10.067
SP,35.0,55703.0,União Paulista,1.535
SP,35.0,55802.0,Urânia,8.84
SP,35.0,55901.0,Uru,1.387
SP,35.0,56008.0,Urupês,13.54
SP,35.0,56107.0,Valentim Gentil,14.132
SP,35.0,56206.0,Valinhos,132.846
SP,35.0,56305.0,Valparaíso,23.775
SP,35.0,56354.0,Vargem,9.948
SP,35.0,56404.0,Vargem Grande do Sul,39.539
SP,35.0,56453.0,Vargem Grande Paulista,53.777
SP,35.0,56503.0,Várzea Paulista,125.054
SP,35.0,56602.0,Vera Cruz,10.194
SP,35.0,56701.0,Vinhedo,82.029
SP,35.0,56800.0,Viradouro,17.413
SP,35.0,56909.0,Vista Alegre do Alto,8.108
SP,35.0,56958.0,Vitória Brasil,1.796
SP,35.0,57006.0,Votorantim,137.319
SP,35.0,57105.0,Votuporanga,96.795
SP,35.0,57154.0,Zacarias,2.68
SP,35.0,57204.0,Chavantes,12.09
SP,35.0,57303.0,Estiva Gerbi,11.394
PR,41.0,103.0,Abatiá,7.321
PR,41.0,202.0,Adrianópolis,8.556
PR,41.0,301.0,Agudos do Sul,10.092
PR,41.0,400.0,Almirante Tamandaré,122.032
PR,41.0,459.0,Altamira do Paraná,3.435
PR,41.0,509.0,Altônia,18.735
PR,41.0,608.0,Alto Paraná,13.897
PR,41.0,707.0,Alto Piquiri,9.646
PR,41.0,806.0,Alvorada do Sul,11.672
PR,41.0,905.0,Amaporã,4.765
PR,41.0,1002.0,Ampére,19.506
PR,41.0,1051.0,Anahy,3.107
PR,41.0,1101.0,Andirá,20.234
PR,41.0,1150.0,Ângulo,3.447
PR,41.0,1200.0,Antonina,17.261
PR,41.0,1309.0,Antônio Olinto,6.52
PR,41.0,1408.0,Apucarana,135.969
PR,41.0,1507.0,Arapongas,118.573
PR,41.0,1606.0,Arapoti,25.541
PR,41.0,1655.0,Arapuã,3.537
PR,41.0,1705.0,Araruna,14.52
PR,41.0,1804.0,Araucária,166.699
PR,41.0,1853.0,Ariranha do Ivaí,2.34
PR,41.0,1903.0,Assaí,17.628
PR,41.0,2000.0,Assis Chateaubriand,36.4
PR,41.0,2109.0,Astorga,25.477
PR,41.0,2208.0,Atalaia,3.978
PR,41.0,2307.0,Balsa Nova,14.608
PR,41.0,2406.0,Bandeirantes,31.309
PR,41.0,2505.0,Barbosa Ferraz,10.766
PR,41.0,2604.0,Barracão,9.886
PR,41.0,2703.0,Barra do Jacaré,3.022
PR,41.0,2752.0,Bela Vista da Caroba,3.416
PR,41.0,2802.0,Bela Vista do Paraíso,14.789
PR,41.0,2901.0,Bituruna,15.443
PR,41.0,3008.0,Boa Esperança,4.552
PR,41.0,3024.0,Boa Esperança do Iguaçu,2.411
PR,41.0,3040.0,Boa Ventura de São Roque,6.347
PR,41.0,3057.0,Boa Vista da Aparecida,7.876
PR,41.0,3107.0,Bocaiúva do Sul,16.292
PR,41.0,3156.0,Bom Jesus do Sul,3.942
PR,41.0,3206.0,Bom Sucesso,6.583
PR,41.0,3222.0,Bom Sucesso do Sul,3.54
PR,41.0,3305.0,Borrazópolis,7.706
PR,41.0,3354.0,Braganey,5.212
PR,41.0,3370.0,Brasilândia do Sul,3.703
PR,41.0,3404.0,Cafeara,2.62
PR,41.0,3453.0,Cafelândia,18.262
PR,41.0,3479.0,Cafezal do Sul,4.474
PR,41.0,3503.0,Califórnia,9.438
PR,41.0,3602.0,Cambará,23.956
PR,41.0,3701.0,Cambé,107.22
PR,41.0,3800.0,Cambira,10.482
PR,41.0,3909.0,Campina da Lagoa,15.737
PR,41.0,3958.0,Campina do Simão,3.937
PR,41.0,4006.0,Campina Grande do Sul,52.083
PR,41.0,4055.0,Campo Bonito,4.266
PR,41.0,4105.0,Campo do Tenente,7.583
PR,41.0,4204.0,Campo Largo,144.165
PR,41.0,4253.0,Campo Magro,31.678
PR,41.0,4303.0,Campo Mourão,99.17
PR,41.0,4402.0,Cândido de Abreu,16.727
PR,41.0,4428.0,Candói,14.922
PR,41.0,4451.0,Cantagalo,10.589
PR,41.0,4501.0,Capanema,19.205
PR,41.0,4600.0,Capitão Leônidas Marques,14.644
PR,41.0,4659.0,Carambeí,23.386
PR,41.0,4709.0,Carlópolis,16.908
PR,41.0,4808.0,Cascavel,350.644
PR,41.0,4907.0,Castro,75.956
PR,41.0,5003.0,Catanduvas,11.246
PR,41.0,5102.0,Centenário do Sul,10.836
PR,41.0,5201.0,Cerro Azul,16.145
PR,41.0,5300.0,Céu Azul,11.081
PR,41.0,5409.0,Chopinzinho,21.646
PR,41.0,5508.0,Cianorte,82.232
PR,41.0,5607.0,Cidade Gaúcha,11.467
PR,41.0,5706.0,Clevelândia,17.321
PR,41.0,5805.0,Colombo,238.78
PR,41.0,5904.0,Colorado,22.902
PR,41.0,6001.0,Congonhinhas,8.336
PR,41.0,6100.0,Conselheiro Mairinck,4.354
PR,41.0,6209.0,Contenda,17.435
PR,41.0,6308.0,Corbélia,17.466
PR,41.0,6407.0,Cornélio Procópio,44.599
PR,41.0,6456.0,Coronel Domingos Soares,7.007
PR,41.0,6506.0,Coronel Vivida,26.413
PR,41.0,6555.0,Corumbataí do Sul,3.752
PR,41.0,6571.0,Cruzeiro do Iguaçu,4.137
PR,41.0,6605.0,Cruzeiro do Oeste,23.852
PR,41.0,6704.0,Cruzeiro do Sul,4.495
PR,41.0,6803.0,Cruz Machado,15.993
PR,41.0,6852.0,Cruzmaltina,3.15
PR,41.0,6902.0,Curitiba,"1,871,789"
PR,41.0,7009.0,Curiúva,13.272
PR,41.0,7108.0,Diamante do Norte,5.151
PR,41.0,7124.0,Diamante do Sul,3.173
PR,41.0,7157.0,Diamante D'Oeste,5.106
PR,41.0,7207.0,Dois Vizinhos,44.828
PR,41.0,7256.0,Douradina,9.168
PR,41.0,7306.0,Doutor Camargo,6.29
PR,41.0,7405.0,Enéas Marques,5.995
PR,41.0,7504.0,Engenheiro Beltrão,12.444
